id,转换后JH,XJS,JX,FW,LJCZJS,JX_design,FW_design,LJCZJS_design,关键点
10838,Z80-X8,1765.71,N/A,N/A,N/A,31.0,309.27,1752.93,N/A
10839,Z80-X8,2250.0,N/A,N/A,N/A,31.0,309.27,2168.05,N/A
10840,Z80-X8,2867.88,N/A,N/A,N/A,43.61,309.27,2658.54,N/A
10841,Z80-X8,3299.17,N/A,N/A,N/A,43.61,309.27,2970.81,N/A
10842,Z80-X8,3907.16,N/A,N/A,N/A,25.0,309.27,3470.84,N/A
10843,Z80-X8,4017.49,N/A,N/A,N/A,25.0,309.27,3570.83,N/A
20000,B193-X23,0.0,0.0,0.0,0.0,N/A,N/A,N/A,0.0
20001,B193-X23,25.76,0.27,188.47,25.76,N/A,N/A,N/A,0.0
20002,B193-X23,53.48,0.14,222.59,53.48,N/A,N/A,N/A,0.0
20003,B193-X23,81.68,0.1,220.17,81.68,N/A,N/A,N/A,0.0
20004,B193-X23,109.92,0.28,200.84,109.92,N/A,N/A,N/A,0.0
20005,B193-X23,138.0,0.11,205.37,138.0,N/A,N/A,N/A,0.0
20006,B193-X23,166.2,0.21,258.48,166.2,N/A,N/A,N/A,0.0
20007,B193-X23,194.72,0.17,116.47,194.72,N/A,N/A,N/A,0.0
20008,B193-X23,223.71,0.13,105.1,223.71,N/A,N/A,N/A,0.0
20009,B193-X23,252.71,0.43,154.11,252.71,N/A,N/A,N/A,0.0
20010,B193-X23,281.49,0.35,147.92,281.49,N/A,N/A,N/A,0.0
20011,B193-X23,300.0,0.33,137.81,300.0,N/A,N/A,N/A,0.0
20012,B193-X23,318.5,0.2,127.1,318.5,N/A,N/A,N/A,0.0
20013,B193-X23,347.28,0.6,137.4,347.28,N/A,N/A,N/A,0.0
20014,B193-X23,376.1,1.8,115.2,376.09,N/A,N/A,N/A,0.0
20015,B193-X23,404.99,2.8,113.9,404.96,N/A,N/A,N/A,1.0
20016,B193-X23,433.84,3.3,113.9,433.77,N/A,N/A,N/A,0.0
20017,B193-X23,443.33,3.9,111.5,443.24,N/A,N/A,N/A,0.0
20018,B193-X23,453.0,4.4,106.8,452.88,N/A,N/A,N/A,0.0
20019,B193-X23,462.68,4.8,100.8,462.53,N/A,N/A,N/A,0.0
20020,B193-X23,472.29,5.3,92.5,472.1,N/A,N/A,N/A,0.0
20021,B193-X23,481.98,5.9,84.9,481.75,N/A,N/A,N/A,0.0
20022,B193-X23,491.64,6.8,74.4,491.35,N/A,N/A,N/A,0.0
20023,B193-X23,501.26,7.7,64.1,500.89,N/A,N/A,N/A,0.0
20024,B193-X23,510.93,8.7,55.6,510.46,N/A,N/A,N/A,0.0
20025,B193-X23,520.58,9.4,47.8,519.99,N/A,N/A,N/A,0.0
20026,B193-X23,530.28,9.9,40.1,529.55,N/A,N/A,N/A,0.0
20027,B193-X23,539.91,10.5,32.5,539.03,N/A,N/A,N/A,0.0
20028,B193-X23,549.57,11.6,26.4,548.51,N/A,N/A,N/A,0.0
20029,B193-X23,559.22,13.1,23.2,557.94,N/A,N/A,N/A,0.0
20030,B193-X23,568.9,14.5,20.1,567.34,N/A,N/A,N/A,0.0
20031,B193-X23,578.5,15.9,18.0,576.6,N/A,N/A,N/A,0.0
20032,B193-X23,588.16,17.8,17.3,585.85,N/A,N/A,N/A,0.0
20033,B193-X23,597.79,19.6,16.7,594.97,N/A,N/A,N/A,0.0
20034,B193-X23,607.48,21.2,15.5,604.05,N/A,N/A,N/A,0.0
20035,B193-X23,617.17,23.0,15.5,613.03,N/A,N/A,N/A,0.0
20036,B193-X23,626.85,24.8,15.3,621.88,N/A,N/A,N/A,0.0
20037,B193-X23,636.48,26.4,15.3,630.56,N/A,N/A,N/A,0.0
20038,B193-X23,646.01,28.2,15.4,639.03,N/A,N/A,N/A,0.0
20039,B193-X23,655.61,30.4,15.7,647.4,N/A,N/A,N/A,0.0
20040,B193-X23,665.28,32.0,16.4,655.67,N/A,N/A,N/A,0.0
20041,B193-X23,674.94,33.4,17.0,663.8,N/A,N/A,N/A,0.0
20042,B193-X23,684.61,35.5,17.5,671.78,N/A,N/A,N/A,0.0
20043,B193-X23,694.28,37.1,17.6,679.57,N/A,N/A,N/A,0.0
20044,B193-X23,703.73,39.2,17.8,687.0,N/A,N/A,N/A,0.0
20045,B193-X23,713.18,41.2,18.0,694.22,N/A,N/A,N/A,0.0
20046,B193-X23,722.87,42.8,18.4,701.42,N/A,N/A,N/A,0.0
20047,B193-X23,752.14,45.2,17.8,722.47,N/A,N/A,N/A,2.0
20048,B193-X23,781.41,44.8,17.8,743.17,N/A,N/A,N/A,0.0
20049,B193-X23,810.37,44.4,18.3,763.79,N/A,N/A,N/A,0.0
20050,B193-X23,839.19,44.4,18.3,784.38,N/A,N/A,N/A,0.0
20051,B193-X23,868.06,45.6,18.3,804.79,N/A,N/A,N/A,0.0
20052,B193-X23,896.84,44.9,18.5,825.05,N/A,N/A,N/A,0.0
20053,B193-X23,925.78,44.5,18.3,845.63,N/A,N/A,N/A,0.0
20054,B193-X23,954.6,44.8,18.5,866.13,N/A,N/A,N/A,0.0
20055,B193-X23,983.63,45.7,18.4,886.57,N/A,N/A,N/A,0.0
20056,B193-X23,1012.49,45.2,18.9,906.81,N/A,N/A,N/A,0.0
20057,B193-X23,1041.46,45.1,18.6,927.24,N/A,N/A,N/A,0.0
20058,B193-X23,1070.27,44.9,18.7,947.61,N/A,N/A,N/A,0.0
20059,B193-X23,1099.03,44.8,18.3,968.0,N/A,N/A,N/A,0.0
20060,B193-X23,1128.0,44.7,18.4,988.58,N/A,N/A,N/A,0.0
20061,B193-X23,1156.67,44.5,18.2,1008.99,N/A,N/A,N/A,0.0
20062,B193-X23,1185.48,44.2,18.5,1029.59,N/A,N/A,N/A,0.0
20063,B193-X23,1214.53,43.8,18.0,1050.49,N/A,N/A,N/A,0.0
20064,B193-X23,1243.35,44.5,18.9,1071.17,N/A,N/A,N/A,0.0
20065,B193-X23,1272.14,44.5,18.9,1091.7,N/A,N/A,N/A,0.0
20066,B193-X23,1301.17,44.6,19.1,1112.39,N/A,N/A,N/A,0.0
20067,B193-X23,1330.1,44.4,19.0,1133.03,N/A,N/A,N/A,0.0
20068,B193-X23,1358.83,44.1,18.6,1153.61,N/A,N/A,N/A,0.0
20069,B193-X23,1387.8,44.9,18.5,1174.27,N/A,N/A,N/A,0.0
20070,B193-X23,1416.52,45.7,17.9,1194.47,N/A,N/A,N/A,0.0
20071,B193-X23,1445.41,46.3,17.9,1214.54,N/A,N/A,N/A,0.0
20072,B193-X23,1474.15,46.2,17.4,1234.41,N/A,N/A,N/A,0.0
20073,B193-X23,1502.86,45.2,17.6,1254.46,N/A,N/A,N/A,0.0
20074,B193-X23,1531.82,44.9,17.1,1274.92,N/A,N/A,N/A,0.0
20075,B193-X23,1560.83,44.8,17.1,1295.49,N/A,N/A,N/A,0.0
20076,B193-X23,1589.66,45.0,16.9,1315.91,N/A,N/A,N/A,0.0
20077,B193-X23,1600.5,45.15,16.71,1323.57,N/A,N/A,N/A,0.0
20078,B193-X23,1618.6,45.4,16.4,1336.3,N/A,N/A,N/A,0.0
20079,B193-X23,1647.4,45.6,15.5,1356.49,N/A,N/A,N/A,0.0
20080,B193-X23,1676.42,45.2,15.5,1376.87,N/A,N/A,N/A,0.0
20081,B193-X23,1703.65,45.5,15.5,1396.0,N/A,N/A,N/A,0.0
20082,B193-X23,1732.58,45.7,15.7,1416.24,N/A,N/A,N/A,0.0
20083,B193-X23,1761.5,46.0,15.8,1436.39,N/A,N/A,N/A,0.0
20084,B193-X23,1790.48,46.2,15.9,1456.48,N/A,N/A,N/A,0.0
20085,B193-X23,1819.45,46.2,16.8,1476.53,N/A,N/A,N/A,0.0
20086,B193-X23,1848.45,44.5,17.2,1496.91,N/A,N/A,N/A,0.0
20087,B193-X23,1877.33,44.4,16.5,1517.53,N/A,N/A,N/A,0.0
20088,B193-X23,1906.37,44.9,16.5,1538.19,N/A,N/A,N/A,0.0
20089,B193-X23,1935.13,44.4,17.0,1558.65,N/A,N/A,N/A,0.0
20090,B193-X23,1963.86,43.4,17.1,1579.35,N/A,N/A,N/A,0.0
20091,B193-X23,1992.65,43.4,17.5,1600.27,N/A,N/A,N/A,0.0
20092,B193-X23,2021.42,42.5,17.0,1621.33,N/A,N/A,N/A,0.0
20093,B193-X23,2050.23,43.2,16.5,1642.45,N/A,N/A,N/A,0.0
20094,B193-X23,2079.1,42.5,17.5,1663.61,N/A,N/A,N/A,0.0
20095,B193-X23,2107.89,42.1,17.9,1684.91,N/A,N/A,N/A,0.0
20096,B193-X23,2136.71,42.6,17.8,1706.21,N/A,N/A,N/A,0.0
20097,B193-X23,2165.68,42.8,18.1,1727.5,N/A,N/A,N/A,0.0
20098,B193-X23,2182.73,42.86,18.57,1740.0,N/A,N/A,N/A,0.0
20099,B193-X23,2194.57,42.9,18.9,1748.68,N/A,N/A,N/A,0.0
20100,B193-X23,2223.56,42.7,19.6,1769.95,N/A,N/A,N/A,0.0
20101,B193-X23,2252.15,42.7,20.3,1790.96,N/A,N/A,N/A,0.0
20102,B193-X23,2281.03,42.4,21.2,1812.24,N/A,N/A,N/A,0.0
20103,B193-X23,2309.91,43.3,21.7,1833.41,N/A,N/A,N/A,0.0
20104,B193-X23,2338.5,43.7,22.4,1854.15,N/A,N/A,N/A,0.0
20105,B193-X23,2360.59,43.8,22.6,1870.1,N/A,N/A,N/A,0.0
20106,B193-X23,2377.0,43.8,22.6,1881.95,N/A,N/A,N/A,0.0
20107,B193-X23,2404.68,44.1,25.8,1901.88,N/A,N/A,N/A,0.0
20108,B193-X23,2433.38,44.9,25.6,1922.35,N/A,N/A,N/A,0.0
20109,B193-X23,2462.02,45.5,25.3,1942.53,N/A,N/A,N/A,0.0
20110,B193-X23,2490.7,46.2,25.1,1962.5,N/A,N/A,N/A,0.0
20111,B193-X23,2519.35,46.2,24.8,1982.33,N/A,N/A,N/A,0.0
20112,B193-X23,2521.3,46.21,24.78,1983.68,N/A,N/A,N/A,0.0
20113,B193-X23,2545.3,46.3,24.5,2000.28,N/A,N/A,N/A,0.0
20114,B193-X23,2550.02,46.3,24.5,2003.54,N/A,N/A,N/A,0.0
20115,B193-X23,2558.0,46.3,24.5,2009.05,N/A,N/A,N/A,0.0
20116,B193-X28,0.0,0.0,0.0,0.0,N/A,N/A,N/A,0.0
20117,B193-X28,13.09,0.1,88.75,13.09,N/A,N/A,N/A,0.0
20118,B193-X28,41.64,0.17,90.38,41.64,N/A,N/A,N/A,0.0
20119,B193-X28,70.19,0.06,352.32,70.19,N/A,N/A,N/A,0.0
20120,B193-X28,98.2,0.47,76.2,98.2,N/A,N/A,N/A,0.0
20121,B193-X28,126.16,0.22,109.96,126.16,N/A,N/A,N/A,0.0
20122,B193-X28,154.32,0.44,115.29,154.32,N/A,N/A,N/A,0.0
20123,B193-X28,182.56,0.46,134.42,182.56,N/A,N/A,N/A,0.0
20124,B193-X28,201.14,0.4,118.82,201.14,N/A,N/A,N/A,0.0
20125,B193-X28,229.97,0.37,117.51,229.97,N/A,N/A,N/A,0.0
20126,B193-X28,258.85,0.6,145.62,258.85,N/A,N/A,N/A,0.0
20127,B193-X28,287.74,0.98,105.34,287.73,N/A,N/A,N/A,0.0
20128,B193-X28,317.49,0.6,117.8,317.48,N/A,N/A,N/A,0.0
20129,B193-X28,346.29,2.2,291.1,346.27,N/A,N/A,N/A,0.0
20130,B193-X28,375.06,2.6,289.4,375.01,N/A,N/A,N/A,0.0
20131,B193-X28,403.87,2.6,289.1,403.8,N/A,N/A,N/A,0.0
20132,B193-X28,432.73,2.7,288.6,432.62,N/A,N/A,N/A,0.0
20133,B193-X28,461.45,2.9,289.4,461.31,N/A,N/A,N/A,0.0
20134,B193-X28,490.45,3.0,289.6,490.27,N/A,N/A,N/A,0.0
20135,B193-X28,519.2,2.7,288.7,518.99,N/A,N/A,N/A,0.0
20136,B193-X28,528.78,2.7,288.8,528.56,N/A,N/A,N/A,0.0
20137,B193-X28,538.37,3.7,293.5,538.13,N/A,N/A,N/A,1.0
20138,B193-X28,547.99,4.9,296.1,547.72,N/A,N/A,N/A,0.0
20139,B193-X28,557.63,6.4,299.4,557.32,N/A,N/A,N/A,0.0
20140,B193-X28,567.15,7.8,302.3,566.76,N/A,N/A,N/A,0.0
20141,B193-X28,576.81,8.7,302.5,576.32,N/A,N/A,N/A,0.0
20142,B193-X28,586.45,9.6,299.5,585.84,N/A,N/A,N/A,0.0
20143,B193-X28,596.05,11.0,297.0,595.28,N/A,N/A,N/A,0.0
20144,B193-X28,605.55,12.4,297.3,604.59,N/A,N/A,N/A,0.0
20145,B193-X28,615.12,13.9,296.9,613.91,N/A,N/A,N/A,0.0
20146,B193-X28,624.64,14.9,300.9,623.13,N/A,N/A,N/A,0.0
20147,B193-X28,634.07,15.7,302.9,632.22,N/A,N/A,N/A,0.0
20148,B193-X28,643.59,16.9,303.4,641.36,N/A,N/A,N/A,0.0
20149,B193-X28,653.26,18.1,304.6,650.58,N/A,N/A,N/A,0.0
20150,B193-X28,662.82,19.5,305.3,659.63,N/A,N/A,N/A,0.0
20151,B193-X28,672.41,20.8,305.1,668.63,N/A,N/A,N/A,0.0
20152,B193-X28,682.08,22.4,302.7,677.63,N/A,N/A,N/A,0.0
20153,B193-X28,691.52,23.6,300.1,686.31,N/A,N/A,N/A,0.0
20154,B193-X28,701.17,25.8,299.5,695.08,N/A,N/A,N/A,0.0
20155,B193-X28,710.72,27.9,298.7,703.6,N/A,N/A,N/A,0.0
20156,B193-X28,720.16,29.5,298.1,711.88,N/A,N/A,N/A,0.0
20157,B193-X28,749.07,30.4,299.0,736.93,N/A,N/A,N/A,2.0
20158,B193-X28,777.8,30.0,299.6,761.76,N/A,N/A,N/A,0.0
20159,B193-X28,806.52,29.6,300.2,786.68,N/A,N/A,N/A,0.0
20160,B193-X28,835.31,29.2,300.4,811.77,N/A,N/A,N/A,0.0
20161,B193-X28,864.0,29.0,300.6,836.83,N/A,N/A,N/A,0.0
20162,B193-X28,892.99,30.1,301.5,862.05,N/A,N/A,N/A,0.0
20163,B193-X28,921.6,30.1,301.5,886.8,N/A,N/A,N/A,0.0
20164,B193-X28,950.32,29.5,301.0,911.73,N/A,N/A,N/A,0.0
20165,B193-X28,979.07,28.9,300.4,936.82,N/A,N/A,N/A,0.0
20166,B193-X28,1008.03,28.3,300.5,962.25,N/A,N/A,N/A,0.0
20167,B193-X28,1036.84,27.9,300.5,987.66,N/A,N/A,N/A,0.0
20168,B193-X28,1065.77,27.3,300.5,1013.3,N/A,N/A,N/A,0.0
20169,B193-X28,1094.44,29.0,302.0,1038.58,N/A,N/A,N/A,0.0
20170,B193-X28,1123.27,29.1,301.9,1063.78,N/A,N/A,N/A,0.0
20171,B193-X28,1152.03,28.7,301.7,1088.96,N/A,N/A,N/A,0.0
20172,B193-X28,1180.68,28.2,301.4,1114.15,N/A,N/A,N/A,0.0
20173,B193-X28,1209.44,27.8,301.2,1139.54,N/A,N/A,N/A,0.0
20174,B193-X28,1238.12,27.3,301.0,1164.97,N/A,N/A,N/A,0.0
20175,B193-X28,1266.89,26.8,300.5,1190.59,N/A,N/A,N/A,0.0
20176,B193-X28,1295.55,26.2,300.0,1216.24,N/A,N/A,N/A,0.0
20177,B193-X28,1324.36,26.2,299.4,1242.09,N/A,N/A,N/A,0.0
20178,B193-X28,1353.28,26.3,298.7,1268.03,N/A,N/A,N/A,0.0
20179,B193-X28,1382.09,25.4,302.5,1293.96,N/A,N/A,N/A,0.0
20180,B193-X28,1410.98,25.2,302.7,1320.08,N/A,N/A,N/A,0.0
20181,B193-X28,1439.7,23.7,305.5,1346.22,N/A,N/A,N/A,3.0
20182,B193-X28,1468.45,22.2,304.4,1372.69,N/A,N/A,N/A,0.0
20183,B193-X28,1497.35,20.2,303.3,1399.64,N/A,N/A,N/A,0.0
20184,B193-X28,1525.97,18.2,304.7,1426.66,N/A,N/A,N/A,0.0
20185,B193-X28,1554.81,16.7,302.9,1454.18,N/A,N/A,N/A,0.0
20186,B193-X28,1583.73,12.9,302.7,1482.13,N/A,N/A,N/A,0.0
20187,B193-X28,1603.8,10.94,300.61,1501.77,N/A,N/A,N/A,0.0
20188,B193-X28,1612.47,10.1,299.7,1510.29,N/A,N/A,N/A,0.0
20189,B193-X28,1641.27,8.6,302.8,1538.71,N/A,N/A,N/A,0.0
20190,B193-X28,1669.96,6.1,314.0,1567.16,N/A,N/A,N/A,0.0
20191,B193-X28,1698.8,4.1,319.3,1595.88,N/A,N/A,N/A,0.0
20192,B193-X28,1727.43,3.3,312.74,1624.45,N/A,N/A,N/A,0.0
20193,B193-X28,1754.38,2.98,318.35,1651.36,N/A,N/A,N/A,0.0
20194,B193-X28,1780.05,2.86,321.33,1677.0,N/A,N/A,N/A,0.0
20195,B193-X28,1783.23,2.84,321.7,1680.18,N/A,N/A,N/A,0.0
20196,B193-X28,1812.17,2.53,322.92,1709.08,N/A,N/A,N/A,0.0
20197,B193-X28,1840.99,2.7,319.8,1737.87,N/A,N/A,N/A,0.0
20198,B193-X28,1869.66,2.53,326.86,1766.51,N/A,N/A,N/A,0.0
20199,B193-X28,1898.6,2.51,321.94,1795.43,N/A,N/A,N/A,0.0
20200,B193-X28,1927.43,2.57,319.32,1824.23,N/A,N/A,N/A,0.0
20201,B193-X28,1956.35,2.02,331.18,1853.12,N/A,N/A,N/A,0.0
20202,B193-X28,1985.22,1.91,331.8,1881.98,N/A,N/A,N/A,0.0
20203,B193-X28,2005.0,1.77,334.85,1901.75,N/A,N/A,N/A,0.0
20204,B193-X28,2014.01,1.71,336.24,1910.75,N/A,N/A,N/A,0.0
20205,B193-X28,2040.04,1.5,337.53,1936.77,N/A,N/A,N/A,0.0
20206,B193-X28,2042.83,1.48,337.67,1939.56,N/A,N/A,N/A,0.0
20207,B193-X28,2050.0,1.48,337.67,1946.73,N/A,N/A,N/A,0.0
20406,B509-P13,0.0,0.0,0.0,0.0,N/A,N/A,N/A,0.0
20407,B509-P13,15.74,0.52,316.91,15.74,N/A,N/A,N/A,0.0
20408,B509-P13,33.55,0.49,324.67,33.55,N/A,N/A,N/A,0.0
20409,B509-P13,52.27,0.33,317.41,52.27,N/A,N/A,N/A,0.0
20410,B509-P13,71.45,0.41,316.88,71.45,N/A,N/A,N/A,0.0
20411,B509-P13,90.74,0.3,314.05,90.74,N/A,N/A,N/A,0.0
20412,B509-P13,109.88,0.33,340.47,109.88,N/A,N/A,N/A,0.0
20413,B509-P13,129.17,0.19,354.69,129.17,N/A,N/A,N/A,0.0
20414,B509-P13,148.09,0.13,347.13,148.09,N/A,N/A,N/A,0.0
20415,B509-P13,167.11,0.36,29.04,167.11,N/A,N/A,N/A,0.0
20416,B509-P13,186.28,0.48,125.43,186.28,N/A,N/A,N/A,0.0
20417,B509-P13,205.15,0.33,314.15,205.15,N/A,N/A,N/A,0.0
20418,B509-P13,224.08,0.56,91.95,224.08,N/A,N/A,N/A,0.0
20419,B509-P13,243.17,0.52,34.59,243.16,N/A,N/A,N/A,0.0
20420,B509-P13,267.65,0.4,173.8,267.64,N/A,N/A,N/A,0.0
20421,B509-P13,277.26,0.7,130.2,277.25,N/A,N/A,N/A,0.0
20422,B509-P13,286.85,0.6,108.0,286.84,N/A,N/A,N/A,0.0
20423,B509-P13,296.44,0.99,105.4,296.43,N/A,N/A,N/A,0.0
20424,B509-P13,305.93,0.9,103.9,305.92,N/A,N/A,N/A,0.0
20425,B509-P13,334.55,1.2,103.2,334.54,N/A,N/A,N/A,0.0
20426,B509-P13,363.14,1.5,106.3,363.12,N/A,N/A,N/A,0.0
20427,B509-P13,391.68,1.2,83.1,391.65,N/A,N/A,N/A,0.0
20428,B509-P13,420.39,1.2,79.4,420.35,N/A,N/A,N/A,0.0
20429,B509-P13,449.26,1.2,80.1,449.22,N/A,N/A,N/A,0.0
20430,B509-P13,477.52,1.2,85.9,477.47,N/A,N/A,N/A,0.0
20431,B509-P13,506.12,1.2,84.9,506.06,N/A,N/A,N/A,0.0
20432,B509-P13,534.67,1.3,82.4,534.61,N/A,N/A,N/A,0.0
20433,B509-P13,563.21,1.4,88.0,563.14,N/A,N/A,N/A,0.0
20434,B509-P13,591.89,1.6,87.9,591.81,N/A,N/A,N/A,0.0
20435,B509-P13,620.8,1.5,90.1,620.71,N/A,N/A,N/A,0.0
20436,B509-P13,649.47,1.7,92.3,649.37,N/A,N/A,N/A,0.0
20437,B509-P13,677.96,0.6,92.4,677.85,N/A,N/A,N/A,0.0
20438,B509-P13,706.63,0.6,187.6,706.52,N/A,N/A,N/A,0.0
20439,B509-P13,716.19,1.0,194.4,716.08,N/A,N/A,N/A,0.0
20440,B509-P13,725.73,1.9,207.9,725.62,N/A,N/A,N/A,0.0
20441,B509-P13,735.41,2.6,214.7,735.29,N/A,N/A,N/A,0.0
20442,B509-P13,744.97,3.3,216.8,744.84,N/A,N/A,N/A,0.0
20443,B509-P13,754.48,4.5,213.1,754.32,N/A,N/A,N/A,1.0
20444,B509-P13,764.11,6.1,210.1,763.91,N/A,N/A,N/A,0.0
20445,B509-P13,773.65,7.6,209.9,773.38,N/A,N/A,N/A,0.0
20446,B509-P13,783.18,9.3,210.0,782.81,N/A,N/A,N/A,0.0
20447,B509-P13,792.61,10.9,210.2,792.09,N/A,N/A,N/A,0.0
20448,B509-P13,802.18,12.3,208.8,801.47,N/A,N/A,N/A,0.0
20449,B509-P13,811.85,13.7,208.0,810.89,N/A,N/A,N/A,0.0
20450,B509-P13,821.41,15.3,206.0,820.15,N/A,N/A,N/A,0.0
20451,B509-P13,830.97,17.0,206.8,829.33,N/A,N/A,N/A,0.0
20452,B509-P13,840.39,18.7,206.7,838.29,N/A,N/A,N/A,0.0
20453,B509-P13,849.99,20.2,205.9,847.35,N/A,N/A,N/A,0.0
20454,B509-P13,859.49,21.3,205.9,856.23,N/A,N/A,N/A,0.0
20455,B509-P13,868.91,22.7,206.0,864.96,N/A,N/A,N/A,0.0
20456,B509-P13,878.57,24.4,206.2,873.82,N/A,N/A,N/A,0.0
20457,B509-P13,888.12,25.8,206.5,882.47,N/A,N/A,N/A,0.0
20458,B509-P13,897.68,26.8,207.0,891.04,N/A,N/A,N/A,0.0
20459,B509-P13,907.29,28.3,207.8,899.56,N/A,N/A,N/A,0.0
20460,B509-P13,916.94,30.3,206.6,907.97,N/A,N/A,N/A,0.0
20461,B509-P13,926.36,32.0,205.8,916.03,N/A,N/A,N/A,0.0
20462,B509-P13,935.97,32.7,205.4,924.15,N/A,N/A,N/A,0.0
20463,B509-P13,945.4,32.7,206.2,932.09,N/A,N/A,N/A,0.0
20464,B509-P13,955.08,32.9,206.4,940.22,N/A,N/A,N/A,0.0
20465,B509-P13,964.74,32.8,206.4,948.34,N/A,N/A,N/A,0.0
20466,B509-P13,974.37,32.8,206.9,956.43,N/A,N/A,N/A,0.0
20467,B509-P13,984.02,32.9,206.1,964.54,N/A,N/A,N/A,0.0
20468,B509-P13,993.59,32.2,206.3,972.61,N/A,N/A,N/A,0.0
20469,B509-P13,1003.22,32.1,205.9,980.76,N/A,N/A,N/A,0.0
20470,B509-P13,1012.56,32.1,205.6,988.67,N/A,N/A,N/A,0.0
20471,B509-P13,1022.13,32.2,206.0,996.78,N/A,N/A,N/A,0.0
20472,B509-P13,1031.57,32.2,206.1,1004.76,N/A,N/A,N/A,0.0
20473,B509-P13,1041.19,32.1,206.2,1012.91,N/A,N/A,N/A,0.0
20474,B509-P13,1050.76,32.1,206.3,1021.02,N/A,N/A,N/A,0.0
20475,B509-P13,1060.31,32.1,206.2,1029.11,N/A,N/A,N/A,0.0
20476,B509-P13,1069.85,32.2,206.2,1037.18,N/A,N/A,N/A,0.0
20477,B509-P13,1079.26,32.1,207.0,1045.15,N/A,N/A,N/A,0.0
20478,B509-P13,1088.69,33.5,206.9,1053.08,N/A,N/A,N/A,0.0
20479,B509-P13,1098.15,35.0,207.5,1060.9,N/A,N/A,N/A,0.0
20480,B509-P13,1107.65,36.6,207.0,1068.6,N/A,N/A,N/A,0.0
20481,B509-P13,1117.17,39.1,207.0,1076.12,N/A,N/A,N/A,0.0
20482,B509-P13,1126.67,40.9,206.8,1083.39,N/A,N/A,N/A,0.0
20483,B509-P13,1136.25,42.2,207.8,1090.56,N/A,N/A,N/A,0.0
20484,B509-P13,1145.76,44.3,207.3,1097.49,N/A,N/A,N/A,0.0
20485,B509-P13,1155.33,46.1,207.1,1104.23,N/A,N/A,N/A,0.0
20486,B509-P13,1156.0,46.2,207.13,1104.69,N/A,N/A,N/A,0.0
20487,B509-P13,1164.85,47.5,207.5,1110.75,N/A,N/A,N/A,0.0
20488,B509-P13,1174.31,48.2,207.3,1117.1,N/A,N/A,N/A,0.0
20489,B509-P13,1183.75,49.8,207.4,1123.29,N/A,N/A,N/A,0.0
20490,B509-P13,1193.19,52.2,207.3,1129.23,N/A,N/A,N/A,0.0
20491,B509-P13,1202.87,55.0,207.2,1134.97,N/A,N/A,N/A,0.0
20492,B509-P13,1212.37,57.0,207.8,1140.29,N/A,N/A,N/A,0.0
20493,B509-P13,1221.93,58.9,207.5,1145.36,N/A,N/A,N/A,0.0
20494,B509-P13,1231.64,60.4,207.5,1150.27,N/A,N/A,N/A,0.0
20495,B509-P13,1241.13,62.1,208.0,1154.83,N/A,N/A,N/A,0.0
20496,B509-P13,1250.79,64.3,208.2,1159.19,N/A,N/A,N/A,0.0
20497,B509-P13,1260.36,66.3,208.4,1163.18,N/A,N/A,N/A,0.0
20498,B509-P13,1269.99,68.6,208.7,1166.88,N/A,N/A,N/A,0.0
20499,B509-P13,1279.47,69.0,209.3,1170.31,N/A,N/A,N/A,0.0
20500,B509-P13,1288.97,69.4,209.5,1173.68,N/A,N/A,N/A,0.0
20501,B509-P13,1298.67,71.5,209.9,1176.92,N/A,N/A,N/A,0.0
20502,B509-P13,1308.15,73.4,210.4,1179.78,N/A,N/A,N/A,0.0
20503,B509-P13,1317.71,75.9,210.6,1182.31,N/A,N/A,N/A,0.0
20504,B509-P13,1327.28,77.6,210.6,1184.51,N/A,N/A,N/A,0.0
20505,B509-P13,1336.78,80.2,210.6,1186.34,N/A,N/A,N/A,0.0
20506,B509-P13,1346.35,82.8,211.0,1187.75,N/A,N/A,N/A,0.0
20507,B509-P13,1355.91,85.3,211.2,1188.74,N/A,N/A,N/A,0.0
20508,B509-P13,1365.37,87.1,212.1,1189.37,N/A,N/A,N/A,0.0
20509,B509-P13,1375.04,87.3,212.2,1189.84,N/A,N/A,N/A,0.0
20510,B509-P13,1384.57,87.6,212.3,1190.26,N/A,N/A,N/A,0.0
20511,B509-P13,1394.15,87.6,212.2,1190.67,N/A,N/A,N/A,0.0
20512,B509-P13,1403.64,87.9,212.2,1191.04,N/A,N/A,N/A,0.0
20513,B509-P13,1413.32,88.1,212.2,1191.38,N/A,N/A,N/A,0.0
20514,B509-P13,1422.92,88.1,212.1,1191.69,N/A,N/A,N/A,0.0
20515,B509-P13,1425.96,88.1,212.07,1191.79,N/A,N/A,N/A,0.0
20516,B509-P13,1432.44,88.1,212.0,1192.01,N/A,N/A,N/A,0.0
20517,B509-P13,1441.94,88.1,212.0,1192.32,N/A,N/A,N/A,0.0
20518,B509-P13,1451.3,88.2,212.1,1192.63,N/A,N/A,N/A,0.0
20519,B509-P13,1460.86,89.2,212.2,1192.84,N/A,N/A,N/A,0.0
20520,B509-P13,1470.33,89.4,212.2,1192.96,N/A,N/A,N/A,0.0
20521,B509-P13,1480.05,89.8,212.9,1193.03,N/A,N/A,N/A,0.0
20522,B509-P13,1489.68,90.6,214.0,1192.99,N/A,N/A,N/A,0.0
20523,B509-P13,1499.3,89.4,214.2,1192.99,N/A,N/A,N/A,0.0
